FactTable
1, B, X, p1, b, 40, -33, 1800, 24
7733, A, Y, psi, l, 22, 11, 100, 77
7734, A, Y, p1, w, 31, -44, 1900, 12
7735, C, X, p3, l, 30, 110, 500, 162
7736, C, X, p2, w, 8, 99, 700, 60
7737, B, X, lri, l, 42, 11, 400, 60
7738, B, X, p3, w, 7, 33, 500, 140
7739, A, X, psi, b, 27, -11, 1600, 162
7740, C, Y, psi, l, 39, 88, 500, 40
7741, A, Y, p1, w, 8, 11, 700, 16
7742, B, X, lri, w, 41, 44, 700, 110
7743, B, X, p1, w, 50, 99, 1000, 91
7744, C, Y, lri, b, 50, 66, 1300, 72
7745, C, Y, lri, a, 38, 0, 300, 9
7746, C, Y, psi, b, 17, 110, 100, 68
7747, A, Y, p3, l, 21, 11, 1700, 17
7748, B, Y, p3, l, 6, -55, 500, 42
7749, A, X, psi, a, 17, -44, 1600, 15
7750, A, Y, p1, b, 15, 77, 900, 42
7751, B, X, lri, l, 12, 11, 900, 126
7752, C, X, p2, w, 9, 99, 400, 95
7753, B, X, psi, w, 10, -33, 1400, 10
7754, B, Y, psi, l, 34, 33, 200, 60
7755, B, X, psi, b, 19, -22, 600, 80
7756, A, Y, psi, b, 14, -44, 1200, 108
7757, C, X, p3, b, 25, 77, 1100, 96
7758, B, X, p2, a, 13, 44, 700, 119
7759, B, X, psi, a, 50, 11, 100, 108
7760, C, Y, p2, b, 3, 11, 1100, 50
7761, C, X, p3, b, 1, 11, 1800, 60
7762, B, Y, p2, b, 31, -55, 900, 140
7763, A, Y, p3, w, 11, 22, 300, 128
7764, C, Y, p3, a, 33, 22, 2000, 26
7765, B, Y, p1, w, 50, 33, 500, 16
7766, A, X, p3, w, 48, -33, 500, 96
7767, C, X, lri, w, 29, -44, 1900, 136
7768, A, Y, p3, w, 22, -11, 700, 28
7769, C, Y, p3, a, 35, 55, 1700, 24
7770, A, X, psi, w, 22, -55, 400, 36
7771, C, Y, psi, w, 7, 110, 1100, 14
7772, B, Y, p2, l, 39, -22, 1100, 80
7773, A, X, psi, b, 14, -33, 300, 98
7774, C, X, lri, l, 27, 55, 400, 57
7775, C, Y, p1, b, 3, 44, 1200, 54
7776, A, Y, lri, a, 44, 66, 2000, 54
7777, A, X, lri, w, 41, -11, 1300, 136
7778, C, Y, p3, w, 48, 99, 1300, 48
7779, A, X, psi, w, 2, -44, 1200, 27
7780, C, Y, p1, w, 22, -33, 2000, 70
7781, C, Y, p2, w, 44, 33, 1800, 50
7782, B, X, psi, l, 47, -33, 1600, 27
7783, C, Y, p2, l, 16, -11, 1100, 128
7784, A, Y, p1, w, 47, 88, 1700, 28
7785, A, Y, p3, l, 12, 11, 800, 64
7786, C, X, p2, w, 50, -22, 1800, 28
7787, B, X, p1, b, 14, 33, 700, 80
7788, C, Y, p3, w, 45, -44, 1000, 108
7789, B, X, p2, b, 12, -55, 1500, 190
7790, A, X, p1, a, 42, 44, 1600, 126
7791, A, X, psi, a, 47, 55, 1400, 108
7792, B, X, p3, l, 30, 77, 1500, 36
7793, B, Y, psi, b, 1, 99, 500, 190
7794, C, X, lri, w, 21, 22, 1900, 45
7795, B, Y, lri, w, 7, -33, 500, 8
7796, A, Y, lri, l, 10, 11, 400, 48
7797, C, X, p3, w, 29, 66, 1700, 120
7798, C, X, lri, l, 20, 66, 1200, 75
7799, B, X, p2, b, 5, -55, 1000, 21
7800, C, Y, psi, w, 13, 22, 200, 64
7801, B, X, p3, l, 34, -22, 1300, 150
7802, C, X, lri, w, 15, 0, 1900, 56
7803, A, X, p1, w, 13, 33, 1000, 26
7804, C, Y, psi, b, 13, 0, 1300, 56
7805, A, Y, psi, w, 36, -33, 1500, 171
7806, B, X, psi, l, 21, 33, 1800, 28
7807, C, Y, lri, b, 38, -11, 1800, 36
7808, C, Y, psi, b, 18, 77, 1000, 76
7809, A, X, p1, w, 27, 88, 1500, 18
7810, C, Y, p2, w, 15, 22, 400, 63
7811, A, X, p3, b, 49, 99, 400, 120
7812, A, Y, p3, l, 29, 44, 300, 17
7813, B, X, p3, a, 21, 44, 900, 77
7814, A, Y, psi, w, 11, -44, 100, 72
7815, B, X, p1, w, 21, 0, 900, 24
7816, B, X, psi, w, 1, -11, 1000, 126
7817, C, X, p2, b, 5, -11, 500, 64
7818, B, X, p2, a, 21, -55, 1500, 60
7819, A, X, p2, l, 17, 44, 200, 60
7820, B, X, psi, b, 4, -22, 1700, 21
7821, B, X, psi, b, 37, 66, 1900, 48
7822, A, X, lri, l, 16, 110, 300, 48
7823, B, X, p1, b, 42, -11, 400, 88
7824, B, X, p3, b, 24, -33, 1200, 48
7825, B, X, p3, b, 28, 55, 1000, 48
7826, A, X, p1, a, 38, 55, 1900, 90
7827, B, Y, psi, b, 45, 99, 1900, 75
7828, B, X, p2, a, 42, -44, 1800, 64
7829, B, X, p3, w, 28, -33, 2000, 112
7830, C, X, p3, a, 39, 44, 1100, 36
7831, B, Y, psi, l, 3, 99, 1600, 27
7832, A, Y, lri, b, 36, 99, 1800, 50
7833, B, X, p3, b, 12, -44, 1800, 38
7834, C, Y, lri, l, 26, 44, 900, 95
7835, B, X, psi, b, 9, -33, 400, 17
7836, C, Y, lri, l, 38, 22, 1400, 70
7837, C, Y, psi, b, 16, -11, 1600, 57
7838, A, X, psi, l, 14, 110, 700, 104
7839, B, Y, p1, b, 49, 99, 1500, 30
7840, A, Y, psi, l, 13, 22, 2000, 128
7841, C, X, p1, a, 48, 66, 1600, 150
7842, A, Y, p2, w, 25, 11, 1700, 7
7843, B, X, p1, w, 3, 77, 2000, 18
7844, B, X, lri, w, 24, 66, 2000, 77
7845, A, Y, p3, b, 8, -22, 1500, 117
7846, B, X, psi, l, 20, -55, 100, 84
7847, C, Y, lri, b, 7, 110, 1400, 98
7848, A, X, psi, w, 32, -33, 1300, 6
7849, A, X, p1, b, 48, 66, 100, 112
7850, B, X, p1, w, 4, 11, 800, 72
7851, A, X, p3, b, 5, 33, 1900, 84
7852, A, Y, psi, a, 48, -22, 400, 108
7853, B, Y, p2, b, 2, -22, 1800, 88
7854, A, Y, p3, a, 32, 44, 1500, 36
7855, B, X, psi, b, 8, 88, 2000, 119
7856, A, Y, psi, l, 1, 33, 900, 190
7857, C, Y, p3, l, 2, 88, 1100, 10
7858, A, X, p2, l, 19, -44, 1600, 84
7859, A, Y, lri, b, 15, -44, 1700, 20
7860, C, X, p2, l, 39, -22, 1600, 14
7861, C, X, p2, b, 45, 55, 300, 90
7862, B, Y, psi, l, 50, 33, 1100, 80
7863, A, X, lri, l, 5, 55, 500, 102
7864, A, X, lri, l, 20, 0, 500, 60
7865, C, Y, lri, w, 38, 99, 1100, 48
7866, B, Y, psi, a, 39, 55, 1400, 98
7867, A, X, p2, a, 35, -11, 900, 17
7868, A, X, p1, l, 36, 110, 400, 28
7869, B, Y, p1, w, 25, 88, 1200, 10
7870, B, Y, p1, w, 26, 110, 500, 42
7871, A, Y, lri, b, 29, -11, 100, 78
7872, B, Y, p2, l, 3, 33, 1300, 34
7873, C, Y, psi, l, 13, -44, 900, 56
7874, A, X, p3, l, 2, -11, 1400, 110
7875, A, X, p3, b, 43, 33, 900, 120
7876, C, Y, psi, w, 45, -55, 800, 56
7877, B, Y, p3, w, 11, 22, 1800, 64
7878, A, Y, lri, w, 6, 99, 1800, 95
7879, A, X, p2, w, 44, 22, 2000, 119
7880, B, X, p3, w, 30, 66, 800, 102
7881, A, X, psi, a, 45, 110, 1500, 19
7882, C, Y, p2, a, 43, -33, 1600, 10
7883, A, X, p3, a, 47, 55, 400, 9
7884, B, X, lri, b, 23, 55, 1500, 136
7885, C, Y, p1, w, 39, 33, 1300, 153
7886, C, Y, lri, b, 37, 0, 800, 6
7887, A, Y, p3, a, 2, 11, 400, 96
7888, A, Y, p2, w, 33, 88, 700, 90
7889, C, X, p2, b, 21, 22, 600, 48
7890, A, X, p2, w, 48, -33, 1600, 50
7891, B, X, p1, a, 12, -11, 200, 42
7892, A, X, psi, l, 46, 55, 700, 18
7893, B, Y, p3, w, 30, 88, 1700, 96
7894, C, X, psi, a, 48, 88, 200, 80
7895, C, X, psi, b, 16, 99, 1800, 70
7896, B, Y, lri, l, 27, 77, 100, 48
7897, B, Y, p3, a, 36, 44, 200, 153
7898, C, Y, p3, w, 3, 99, 800, 56
7899, C, Y, p2, b, 3, 22, 200, 80
7900, B, X, p3, a, 31, -22, 400, 102
7901, B, X, lri, l, 32, -11, 1700, 171
7902, A, X, lri, w, 3, 0, 600, 98
7903, B, X, p1, l, 36, 88, 100, 45
7904, C, Y, psi, w, 15, 44, 600, 28
7905, C, X, lri, a, 2, -22, 900, 70
7906, B, X, lri, a, 28, 88, 600, 42
7907, A, Y, p3, b, 36, 55, 1400, 84
7908, C, X, p1, w, 19, 33, 400, 60
7909, C, Y, p3, l, 14, 77, 1000, 108
7910, A, Y, p3, b, 45, 44, 700, 56
7911, A, X, p2, w, 42, 88, 1700, 30
7912, B, Y, p3, b, 21, 44, 600, 84
7913, A, X, p1, l, 6, -22, 2000, 99
7914, C, X, p2, a, 10, 55, 300, 48
7915, B, Y, p3, l, 46, -22, 1300, 80
7916, A, Y, p3, a, 38, 66, 500, 24
7917, A, Y, p3, a, 48, 110, 400, 64
7918, A, X, p2, a, 31, 55, 1400, 63
7919, B, X, p2, a, 8, 44, 1400, 24
7920, A, X, psi, w, 18, -11, 1900, 126
7921, A, X, lri, b, 19, 88, 400, 30
7922, C, X, p2, l, 24, 11, 1800, 32
7923, C, Y, lri, a, 45, 110, 500, 128
7924, A, X, psi, l, 43, -33, 1300, 36
7925, A, Y, p2, w, 19, 77, 1900, 76
7926, B, X, p3, w, 27, -44, 1000, 40
7927, B, Y, psi, w, 44, 77, 1000, 30
7928, B, Y, p1, b, 13, 22, 1300, 120
7929, C, Y, p2, a, 15, 55, 1500, 81
7930, B, X, psi, b, 42, 11, 1900, 48
7931, B, X, p2, a, 26, 66, 1600, 60
7932, C, Y, lri, b, 11, 55, 1700, 75
7933, C, Y, p3, w, 33, 44, 800, 54
7934, C, Y, p3, l, 27, 22, 300, 68
7935, A, Y, p3, w, 11, 11, 2000, 112
7936, A, Y, p3, w, 17, 99, 1300, 60
7937, B, X, p3, a, 37, 33, 700, 105
7938, A, X, lri, l, 21, 99, 900, 32
7939, A, Y, p2, l, 39, -55, 1300, 108
7940, A, X, p1, a, 46, 0, 1100, 40
7941, A, X, psi, a, 7, 88, 1000, 95
7942, A, Y, p3, l, 31, 22, 800, 57
7943, B, X, p2, w, 27, 11, 600, 144
7944, C, Y, lri, w, 32, -22, 1500, 48
7945, A, Y, p3, b, 43, 88, 1000, 54
7946, B, Y, p1, l, 31, -55, 1400, 8
7947, C, X, lri, w, 33, 66, 700, 51
7948, B, X, p2, b, 35, -11, 1500, 136
7949, C, X, lri, l, 42, 33, 600, 44
7950, B, X, p1, b, 45, 110, 800, 72
7951, C, X, p3, w, 1, 77, 1700, 54
7952, B, X, lri, b, 49, -44, 200, 42
7953, C, X, p2, a, 26, 55, 700, 85
7954, C, Y, psi, a, 47, 22, 1100, 40
7955, C, X, p2, b, 16, 66, 1700, 11
7956, B, Y, p2, a, 13, 55, 700, 63
7957, A, Y, p2, l, 35, -33, 500, 136
7958, B, X, p2, a, 4, 0, 500, 6
7959, A, Y, p1, b, 5, -44, 2000, 144
7960, A, X, p3, b, 35, 22, 1400, 160
7961, B, Y, p3, a, 33, 99, 1800, 32
7962, B, Y, p1, a, 27, 55, 1900, 49
7963, C, Y, p3, b, 33, 44, 900, 104
7964, A, Y, p3, w, 49, 99, 2000, 45
7965, A, X, p2, b, 1, 110, 2000, 81
7966, B, X, p1, l, 33, 55, 1400, 128
7967, C, X, psi, b, 25, 99, 900, 102
7968, C, Y, psi, l, 5, 11, 1500, 52
7969, C, X, lri, l, 21, 99, 1300, 77
7970, B, Y, p3, a, 7, 44, 1600, 40
7971, C, X, p1, l, 38, -55, 200, 90
7972, C, X, p2, w, 47, 88, 1200, 36
7973, A, X, p1, l, 39, 0, 500, 30
7974, A, Y, p2, b, 50, 33, 600, 160
7975, C, X, psi, a, 45, 44, 1600, 160
7976, B, Y, p2, b, 28, -44, 100, 51
7977, B, X, p2, w, 30, 33, 200, 110
7978, C, X, lri, a, 19, -44, 200, 39
7979, A, Y, p1, a, 18, 77, 1800, 26
7980, C, X, p2, b, 40, 66, 100, 33
7981, C, X, p2, b, 44, 88, 1000, 108
7982, A, Y, p1, b, 38, 44, 1300, 22
7983, B, Y, p2, l, 5, 55, 1700, 160
7984, A, Y, lri, w, 39, 99, 200, 64
7985, C, X, p1, w, 44, -11, 1800, 32
7986, C, Y, p1, a, 46, -55, 1100, 14
7987, A, Y, p1, l, 11, -33, 500, 78
7988, B, Y, psi, b, 35, 55, 1000, 96
7989, C, X, p3, l, 8, 0, 200, 19
7990, C, Y, p2, a, 15, -11, 1300, 75
7991, A, Y, p3, l, 22, -11, 200, 90
7992, C, X, p1, l, 11, 110, 1100, 24
7993, B, Y, psi, w, 15, 44, 300, 84
7994, B, X, lri, a, 46, -44, 700, 99
7995, A, Y, psi, b, 7, -11, 1600, 90
7996, A, Y, lri, b, 6, 55, 1600, 42
7997, C, X, p2, a, 24, -55, 800, 180
7998, C, X, p1, a, 8, 44, 600, 64
7999, A, Y, p3, a, 47, -11, 400, 64
8000, A, X, lri, l, 9, 33, 2000, 72
8001, C, X, p2, a, 20, 33, 1000, 96
8002, A, Y, p1, a, 33, -55, 1200, 36
8003, A, Y, p1, a, 42, 66, 800, 90
8004, C, X, p3, w, 50, 66, 600, 75
8005, C, X, p2, a, 6, 99, 1600, 9
8006, A, X, lri, w, 9, 55, 1800, 76
8007, C, X, lri, b, 32, -22, 1900, 112
8008, A, X, p2, w, 12, -11, 100, 104
8009, B, X, psi, l, 44, 22, 500, 14
8010, A, Y, lri, a, 5, 33, 1300, 6
8011, A, Y, lri, w, 29, 66, 1100, 64
8012, B, Y, lri, a, 29, 22, 300, 60
8013, A, Y, p1, w, 23, 110, 1800, 63
8014, A, Y, lri, b, 50, -55, 100, 48
8015, A, Y, p1, w, 21, 66, 500, 57
8016, C, X, psi, a, 50, -55, 100, 30
8017, A, Y, lri, w, 24, -22, 500, 110
8018, B, Y, p3, w, 29, 33, 1400, 100
8019, B, Y, lri, b, 30, 33, 1900, 16
8020, A, Y, p3, l, 17, 11, 2000, 11
8021, C, X, psi, l, 9, -33, 300, 54
8022, C, X, lri, a, 48, 77, 900, 84
8023, A, Y, lri, w, 9, -11, 1400, 30
8024, C, X, p3, w, 38, 33, 1900, 56
8025, B, X, p1, l, 41, -55, 700, 162
8026, C, X, p3, l, 6, -55, 800, 65
8027, C, X, p2, l, 50, 22, 400, 95
8028, C, X, p1, w, 9, -55, 1200, 98
8029, C, Y, p1, a, 28, 0, 200, 19
8030, A, X, p2, b, 13, -55, 1300, 55
8031, A, Y, lri, w, 39, 44, 1000, 18
8032, C, Y, p1, a, 44, -55, 700, 117
8033, A, Y, psi, a, 45, 66, 1000, 72
8034, A, X, p1, l, 15, 44, 600, 99
8035, A, X, p1, b, 31, -33, 600, 36
8036, A, X, p1, w, 38, 110, 600, 32
8037, A, Y, p2, w, 37, 88, 400, 48
8038, A, X, p2, b, 47, 110, 800, 56
8039, A, Y, lri, l, 48, -33, 700, 26
8040, C, Y, lri, w, 44, -22, 1100, 104
8041, C, X, p3, b, 19, 0, 2000, 66
8042, A, Y, lri, b, 35, -44, 500, 85
8043, C, X, p2, w, 50, 110, 900, 45
8044, C, X, p2, a, 19, 55, 1700, 21
8045, C, X, psi, w, 44, -11, 900, 18
8046, C, X, p2, b, 30, -22, 1400, 120
8047, C, Y, lri, a, 25, -11, 800, 40
8048, C, X, p3, w, 14, 88, 1800, 153
8049, A, X, psi, w, 44, -33, 1700, 26
8050, C, Y, p3, w, 45, 0, 500, 102
8051, B, X, p2, b, 15, -55, 1000, 150
8052, A, Y, lri, a, 13, 44, 1500, 60
8053, B, X, psi, w, 20, 33, 1900, 68
8054, A, X, lri, b, 31, 88, 600, 119
8055, B, Y, lri, l, 21, 0, 1100, 19
8056, B, X, psi, a, 5, 88, 1600, 88
8057, A, Y, psi, a, 31, -33, 2000, 70
8058, B, X, p2, w, 38, -33, 1300, 8
8059, A, Y, psi, w, 15, 110, 1300, 55
8060, B, Y, p3, a, 8, 110, 800, 14
8061, B, X, p2, b, 34, -22, 400, 162
8062, C, X, p1, b, 47, 77, 700, 140
8063, A, Y, p1, l, 15, 22, 500, 45
8064, B, Y, p2, b, 27, 11, 100, 38
8065, B, Y, p3, b, 47, 88, 200, 88
8066, C, Y, psi, w, 8, 88, 1400, 6
8067, A, X, psi, l, 32, -44, 300, 54
8068, B, Y, p1, w, 47, 55, 1500, 162
8069, B, Y, lri, b, 31, 110, 1200, 170
8070, A, X, psi, a, 18, 77, 1200, 34
8071, C, Y, p2, l, 17, 110, 700, 112
8072, B, X, psi, w, 26, 0, 200, 52
8073, B, X, p3, b, 20, -55, 1000, 60
8074, C, X, p2, l, 1, 110, 1000, 63
8075, A, Y, p2, w, 31, 77, 1900, 108
8076, B, X, psi, a, 36, 22, 1600, 49
8077, B, Y, psi, b, 24, -33, 1900, 152
8078, A, X, p3, b, 5, 66, 1900, 78
8079, C, X, lri, l, 42, 55, 1800, 40
8080, A, X, p1, w, 20, 88, 300, 48
8081, A, Y, p3, b, 26, 110, 2000, 54
8082, C, X, psi, b, 18, -11, 1500, 72
8083, B, Y, p1, l, 45, 88, 900, 54
8084, B, X, psi, l, 6, 44, 1700, 36
8085, A, Y, p1, b, 20, 88, 1900, 136
8086, C, Y, p3, a, 11, 11, 1600, 105
8087, C, X, lri, b, 26, -33, 2000, 88
8088, A, X, lri, w, 10, 33, 100, 108
8089, B, Y, p3, b, 11, 88, 1600, 105
8090, A, Y, psi, b, 32, -55, 1400, 39
8091, A, X, p2, a, 12, -44, 1500, 49
8092, C, Y, p3, b, 15, 44, 200, 55
8093, A, X, lri, a, 6, -11, 300, 28
8094, A, X, p3, w, 13, 55, 1300, 78
8095, B, Y, lri, a, 23, -22, 1900, 85
8096, B, Y, lri, b, 23, 0, 400, 100
8097, C, Y, p1, a, 20, -22, 900, 96
8098, A, X, lri, w, 40, -44, 1000, 126
8099, B, X, p2, a, 36, 88, 2000, 150
8100, B, X, psi, l, 22, 22, 2000, 36
8101, A, Y, p1, a, 22, 55, 1900, 34
8102, C, Y, lri, b, 20, -44, 500, 80
8103, C, Y, psi, l, 29, 88, 2000, 84
8104, A, X, p2, w, 31, 22, 700, 21
8105, B, Y, p3, l, 31, -22, 1900, 117
8106, C, Y, p1, w, 18, 77, 700, 18
8107, B, Y, p1, a, 4, 77, 1600, 126
8108, C, Y, p2, b, 45, 22, 700, 144
8109, B, X, p2, w, 34, 11, 1600, 190
8110, C, X, p3, b, 4, -22, 1000, 152
8111, B, Y, p1, b, 19, -33, 800, 112
8112, B, Y, p2, b, 17, 33, 300, 78
8113, A, X, psi, w, 7, -33, 2000, 24
8114, C, X, p1, w, 17, 66, 1400, 126
8115, A, X, p2, w, 34, 66, 1700, 34
8116, B, X, lri, w, 49, 66, 600, 28
8117, A, Y, p1, l, 17, 11, 500, 72
8118, A, Y, p2, a, 40, 88, 400, 190
8119, C, X, psi, l, 2, -11, 800, 20
8120, B, Y, p1, l, 15, -44, 1000, 16
8121, C, Y, p2, w, 42, -22, 100, 39
8122, C, X, p1, b, 23, 44, 700, 34
8123, C, Y, p2, l, 18, 66, 1400, 144
8124, A, X, psi, b, 10, 44, 1200, 16
8125, C, X, p1, a, 33, 77, 500, 16
8126, C, Y, lri, w, 33, -44, 400, 60
8127, B, Y, lri, a, 18, -55, 300, 60
8128, B, X, p1, a, 31, -11, 600, 78
8129, A, Y, p1, b, 14, 44, 1500, 57
8130, A, Y, p3, l, 5, -11, 1900, 36
8131, A, X, lri, w, 45, 44, 1700, 80
8132, B, Y, psi, a, 22, 66, 300, 57
8133, C, X, psi, w, 44, -55, 600, 11
8134, A, X, psi, a, 48, 99, 1300, 100
8135, B, X, lri, a, 36, 0, 700, 39
8136, C, X, p2, l, 4, -22, 900, 153
8137, B, Y, p2, b, 15, 22, 200, 34
8138, A, Y, lri, w, 49, -22, 200, 133
8139, C, X, lri, a, 3, 77, 1000, 81
8140, A, X, lri, l, 12, 77, 1200, 45
8141, A, X, p3, a, 40, 77, 400, 104
8142, A, X, p2, w, 35, 66, 100, 40
8143, A, X, p2, a, 47, -55, 700, 105
8144, C, Y, psi, a, 30, 22, 400, 16
8145, A, Y, psi, a, 39, 0, 2000, 96
8146, C, Y, p2, a, 36, 88, 300, 9
8147, B, X, p2, a, 45, -11, 500, 38
8148, C, Y, p1, a, 22, -11, 600, 70
8149, C, Y, p3, a, 25, -55, 1400, 96
8150, C, X, psi, b, 1, -33, 300, 56
8151, C, Y, p3, b, 45, 66, 1800, 90
8152, C, X, p3, w, 39, 0, 1200, 140
8153, B, Y, p3, l, 42, -22, 1000, 96
8154, B, X, p1, b, 7, 99, 300, 63
8155, C, X, lri, l, 11, 88, 700, 18
8156, B, X, p1, l, 2, 55, 200, 119
8157, C, X, p2, b, 44, 11, 400, 54
8158, A, X, psi, w, 18, 0, 200, 30
8159, A, X, p1, l, 32, 44, 200, 28
8160, C, X, p3, l, 29, -11, 100, 68
8161, C, Y, p2, w, 49, 11, 500, 30
8162, C, X, psi, a, 25, 55, 600, 126
8163, B, Y, p2, l, 39, -11, 1600, 135
8164, A, Y, p1, a, 25, 55, 1500, 49
8165, B, Y, p1, l, 26, 33, 300, 20
8166, A, X, p2, l, 38, -22, 200, 36
8167, A, X, p2, w, 34, 0, 1200, 104
8168, C, Y, p1, l, 26, 0, 700, 133
8169, A, X, p3, b, 9, 110, 600, 126
8170, C, X, p1, w, 12, 55, 1900, 17
8171, A, X, p3, b, 4, -55, 1900, 48
8172, B, Y, psi, w, 31, 99, 1100, 190
8173, C, X, lri, a, 43, 110, 100, 42
8174, C, Y, p2, l, 49, 44, 200, 128
8175, A, Y, p1, b, 25, -11, 500, 26
8176, B, X, p1, b, 27, 110, 1500, 52
8177, B, X, p1, a, 32, 11, 400, 63
8178, B, Y, p2, b, 45, 11, 500, 84
8179, B, Y, p3, l, 26, -33, 1000, 28
8180, C, Y, p1, b, 7, 33, 1900, 30
8181, B, Y, p1, b, 46, 99, 1900, 32
8182, B, Y, p3, a, 35, 66, 1900, 52
8183, C, X, lri, a, 24, 77, 1900, 90
8184, B, Y, p2, a, 38, 110, 900, 104
8185, B, X, psi, a, 18, -11, 1200, 54
8186, A, Y, p1, b, 2, 55, 200, 30
8187, C, Y, p1, l, 40, 99, 300, 88
8188, C, Y, lri, w, 34, -11, 100, 36
8189, B, Y, psi, a, 43, -22, 700, 18
8190, A, X, p1, l, 42, -55, 400, 10
8191, B, X, lri, a, 19, -33, 400, 170
8192, C, Y, p2, a, 16, 0, 300, 126
8193, B, Y, lri, w, 33, -44, 1900, 119
8194, A, X, psi, a, 20, -55, 1700, 72
8195, A, X, p3, a, 47, -44, 1800, 96
8196, A, Y, p3, l, 30, -33, 1800, 20
8197, C, X, p2, w, 19, -22, 900, 95
8198, B, X, lri, b, 34, 110, 1500, 30
8199, C, X, psi, a, 16, 66, 400, 55
8200, C, Y, p3, a, 38, -22, 200, 72
8201, B, X, p2, l, 3, 66, 500, 117
8202, C, X, p3, l, 44, 88, 300, 68
8203, B, Y, p3, a, 6, -55, 2000, 24
8204, C, Y, p3, b, 6, 11, 1000, 8
8205, A, X, p3, w, 38, 88, 800, 51
8206, B, X, p2, w, 15, 55, 2000, 36
8207, C, Y, p1, w, 3, 55, 1600, 18
8208, B, X, p3, w, 45, 44, 600, 170
8209, C, X, psi, a, 42, 88, 900, 120
8210, A, Y, p3, b, 37, 110, 800, 85
8211, A, Y, p2, a, 11, -55, 800, 171
8212, C, Y, p3, b, 10, -55, 1900, 33
8213, B, X, psi, l, 20, -44, 2000, 84
8214, B, Y, p3, a, 7, 55, 1600, 22
8215, C, X, p1, a, 22, 88, 300, 24
8216, B, Y, psi, b, 17, 77, 500, 120
8217, B, Y, p2, l, 44, 11, 200, 40
8218, B, Y, psi, l, 19, 55, 200, 30
8219, A, X, p1, b, 30, 99, 1400, 60
8220, B, X, p3, b, 26, -11, 300, 126
8221, A, Y, psi, w, 30, -11, 1700, 64
8222, C, Y, p1, w, 17, 55, 1800, 117
8223, B, X, p2, w, 49, 22, 400, 24
8224, C, X, p3, w, 5, 88, 1500, 32
8225, C, Y, psi, l, 44, 77, 700, 84
8226, B, X, lri, l, 35, 88, 1500, 18
8227, B, X, p1, w, 37, -44, 1500, 48
8228, C, Y, lri, l, 47, -33, 400, 144
8229, C, X, p2, b, 40, -33, 600, 160
8230, B, X, psi, b, 25, 11, 2000, 70
8231, B, X, lri, w, 46, -55, 700, 126
8232, A, Y, lri, l, 2, -44, 200, 13
8233, B, Y, p2, w, 30, 66, 300, 99
8234, B, X, psi, b, 12, 0, 1600, 81
8235, A, Y, lri, w, 32, -11, 1300, 52
8236, C, X, lri, w, 23, -33, 200, 51
8237, B, X, p2, a, 3, 11, 1900, 68
8238, C, X, lri, a, 28, 11, 1800, 144
8239, A, Y, lri, w, 43, -55, 1700, 90
8240, A, X, p3, l, 24, 44, 1100, 30
8241, C, X, p2, w, 8, 11, 600, 135
8242, A, X, psi, l, 10, -22, 2000, 128
8243, A, Y, psi, w, 20, 77, 200, 80
8244, C, Y, p2, a, 15, 0, 1300, 14
8245, C, Y, p2, b, 31, -33, 2000, 50
8246, B, X, psi, b, 31, 66, 1400, 110
8247, A, Y, psi, w, 9, 55, 900, 112
8248, B, Y, p2, l, 31, 33, 1400, 152
8249, B, Y, p2, b, 39, -55, 200, 114
8250, A, X, p3, w, 30, -55, 1200, 13
8251, C, X, lri, b, 17, 88, 800, 119
8252, B, Y, lri, b, 28, 88, 1700, 56
8253, C, X, p3, b, 47, 77, 300, 54
8254, B, X, p1, l, 41, 22, 400, 32
8255, C, Y, lri, a, 28, -33, 1300, 112
8256, C, X, lri, b, 43, 44, 400, 40
8257, B, Y, p2, w, 1, -22, 100, 48
8258, B, X, p1, l, 10, 22, 600, 18
8259, B, Y, psi, w, 50, 33, 1500, 48
8260, C, X, p3, w, 12, 11, 700, 65
8261, A, X, p3, a, 30, -55, 1800, 36
8262, B, Y, p1, l, 25, -22, 2000, 48
8263, B, Y, lri, b, 49, -22, 1100, 180
8264, A, X, psi, a, 38, 33, 1400, 128
8265, A, X, p1, a, 2, -44, 200, 152
8266, B, X, lri, l, 45, 66, 900, 114
8267, C, X, p3, l, 9, 77, 1400, 48
8268, C, X, p2, a, 27, -22, 2000, 63
8269, A, Y, p1, b, 1, 33, 900, 140
8270, C, Y, p2, l, 25, -55, 700, 28
8271, C, X, p1, a, 39, 66, 1900, 110
8272, B, Y, p3, a, 48, -55, 300, 56
8273, C, X, psi, a, 49, 66, 2000, 48
8274, B, X, lri, b, 9, 66, 900, 66
8275, A, Y, psi, w, 29, -55, 300, 126
8276, C, X, psi, b, 41, 11, 100, 32
8277, C, X, p2, b, 23, 66, 1700, 48
8278, C, Y, p3, a, 24, 77, 1900, 110
8279, A, Y, p2, l, 32, 99, 1200, 39
8280, B, Y, p2, l, 8, -11, 1800, 144
8281, B, X, psi, a, 1, 88, 1600, 80
8282, B, Y, lri, w, 7, 33, 1600, 30
8283, C, Y, lri, w, 26, 0, 600, 32
8284, B, Y, p2, l, 43, 66, 1900, 95
8285, B, X, lri, w, 20, 11, 500, 42
8286, C, Y, p2, a, 23, 77, 1000, 26
8287, A, Y, p3, b, 26, 33, 900, 60
8288, B, Y, p1, w, 36, 44, 200, 85
8289, B, X, p3, w, 7, 66, 400, 14
8290, B, Y, psi, b, 36, -33, 600, 76
